,S_1_hruid,S_1_PFAF,S_1_area_org,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
39,3007047,314124,341921098.3786644,3007047,49.335361916435,-122.48342601333013,5,341921098.37866616,5,49.20000076293945,-122.69999694824219,7932,81052820.60538529,7932,13032709.897815503,0.03811613252184343,0.1607927990719374,0.0381161325218435,0.20291561097443908
41,3007047,314124,341921098.3786644,3007047,49.335361916435,-122.48342601333013,5,341921098.37866616,5,49.29999923706055,-122.69999694824219,7831,80890685.82221408,7831,10585964.863757594,0.030960256368953262,0.13086753754349417,0.030960256368953325,0.13086753754349414
37,3007047,314124,341921098.3786644,3007047,49.335361916435,-122.48342601333013,5,341921098.37866616,5,49.400001525878906,-122.5,7732,80725216.62113445,7732,27726807.08952743,0.08109124362609797,0.34347144857668116,0.08109124362609814,0.343471448576681
34,3007047,314124,341921098.3786644,3007047,49.335361916435,-122.48342601333013,5,341921098.37866616,5,49.29999923706055,-122.4000015258789,7834,80887600.15807402,7834,32738560.419620797,0.09574887473999612,0.4047413986277464,0.09574887473999631,0.4047413986277464
36,3007047,314124,341921098.3786644,3007047,49.335361916435,-122.48342601333013,5,341921098.37866616,5,49.400001525878906,-122.30000305175781,7734,80728296.09078644,7734,17030339.348413087,0.049807804868339994,0.21095873656568812,0.04980780486834009,0.21095873656568814
30,3007047,314124,341921098.3786644,3007047,49.335361916435,-122.48342601333013,5,341921098.37866616,5,49.20000076293945,-122.5,7934,81049728.75642002,7934,5438276.467909053,0.01590506258226377,0.06709802181143366,0.0159050625822638,0.06709802181143364
8172,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.70000076293945,-123.69999694824219,3377,73511148.63145322,3377,10710758.918488108,0.031364960527457006,0.14570251067884002,0.03136496052745701,0.14570251067884
8169,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.70000076293945,-123.4000015258789,3380,73508344.46784382,3380,18641681.57021043,0.05458955906530725,0.2535995294842373,0.05458955906530726,0.25359952948423725
8171,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.70000076293945,-123.5,3379,73508344.46785802,3379,49682536.66277092,0.14548836484797925,0.6758761474283361,0.14548836484797928,0.6758761476308585
8161,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.599998474121094,-123.80000305175781,3477,73684046.97321285,3477,531508.3984930331,0.0015564480599007877,0.007213344276356835,0.001556448059900788,0.007213344276356836
8160,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.5,-123.5,3581,73852483.67129657,3581,1695683.6399232089,0.0049655725460725315,0.022960414540293267,0.004965572546072532,0.02296041454029327
8167,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.599998474121094,-123.30000305175781,3482,73684046.97321285,3482,6083530.70610868,0.01781476942173631,0.08256238569958421,0.017814769421736314,0.08256238569958423
8173,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.70000076293945,-123.80000305175781,3376,73511148.63146742,3376,4634448.88493756,0.013571335836125992,0.06304416365701737,0.013571335836125995,0.06304416365701736
8163,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.599998474121094,-123.69999694824219,3478,73684046.97319864,3478,23205073.98831712,0.06795281596936767,0.3149267031540435,0.06795281596936768,0.31492670315404353
8166,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.5,-123.30000305175781,3583,73855300.96297514,3583,2506001.3273598785,0.00733847464148623,0.03393123167443563,0.0073384746414862315,0.03393123167443563
8162,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.599998474121094,-123.5,3480,73681236.21420605,3480,59965427.93106076,0.17560037476179863,0.8138493734921778,0.17560037476179866,0.813849373492178
8168,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.599998474121094,-123.4000015258789,3481,73681236.21419182,3481,70281732.48025332,0.20581023079880892,0.9538620155061444,0.20581023079880897,0.9538620155061441
8164,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.599998474121094,-123.5999984741211,3479,73681236.21420604,3479,50340685.05945152,0.14741566044301538,0.68322259025488,0.1474156604430154,0.6832225902548799
8165,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.70000076293945,-123.5999984741211,3378,73508344.467858,3378,18076628.931597427,0.05293488138645104,0.24591261117983074,0.052934881386451055,0.24591261117983068
8156,3007173,314722,341488040.74253315,3007173,53.621415014208274,-123.50588087062899,411,341488040.74253076,411,53.5,-123.4000015258789,3582,73852483.6712823,3582,25132342.243558735,0.07359655169449282,0.3403046315330827,0.07359655169449283,0.3403046315330827
10044,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.599998474121094,-126.5,3450,73681236.21420605,3450,54218485.06500539,0.15802319682719504,0.7358520004656469,0.15802319682719515,0.735852000465647
10051,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.70000076293945,-126.19999694824219,3352,73511148.63145322,3352,2411896.1545074373,0.007029623573833171,0.032809936987917766,0.007029623573833175,0.032809936987917766
10053,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.70000076293945,-126.30000305175781,3351,73511148.63146742,3351,28056421.922908373,0.08177221253000605,0.38166213486288053,0.0817722125300061,0.38166213486288053
10055,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.599998474121094,-126.0999984741211,3454,73681236.21420604,3454,2007234.7090294887,0.005850212249992768,0.027242142126851093,0.005850212249992772,0.027242142126851093
10038,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.5,-126.19999694824219,3554,73855300.96296088,3554,4497929.7319158465,0.013109500099260285,0.060901921368807364,0.013109500099260294,0.06090192136880731
10045,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.70000076293945,-126.5,3349,73508344.46785802,3349,4910927.52749359,0.014313208241631504,0.06680775581391203,0.014313208241631513,0.06680775581391205
10042,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.5,-126.4000015258789,3552,73852483.67126805,3552,20200105.585632756,0.05887448269831605,0.2735196513572571,0.05887448269831609,0.27351965135725703
10041,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.5,-126.5,3551,73852483.67129657,3551,9783381.751204645,0.028514283611071348,0.132471939532171,0.028514283611071365,0.132471939532171
10048,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.599998474121094,-126.19999694824219,3453,73684046.97319864,3453,42160586.90130283,0.12287969157136715,0.5721806637010322,0.12287969157136723,0.5721806637010325
10039,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.5,-126.30000305175781,3553,73855300.96297514,3553,2869056.7025038227,0.008362046845546619,0.03884699764397585,0.008362046845546624,0.038846997643975846
10050,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.70000076293945,-126.4000015258789,3350,73508344.46782963,3350,23897617.49666938,0.06965111453869484,0.3251007442716656,0.06965111453869488,0.3251007442716655
10043,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.599998474121094,-126.5999984741211,3449,73681236.21422029,3449,1519898.5113993818,0.004429840142826967,0.02062802674727715,0.00442984014282697,0.020628026747277158
10047,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.599998474121094,-126.4000015258789,3451,73681236.21417761,3451,73681236.2141776,0.21474861348088609,0.9999999999999998,0.21474861348088622,1.0
10049,3007258,314985,343104595.74043304,3007258,53.60293049780121,-126.36018251960303,492,343104595.7404315,492,53.599998474121094,-126.30000305175781,3452,73684046.97321285,3452,72889817.46668072,0.21244197358937147,0.9892211470575053,0.2124419735893716,0.9892211470575054
486,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.29999923706055,-122.9000015258789,6819,79252376.0635621,6819,715973.5242977726,0.002050952208321311,0.009034095378081112,0.002050952208321313,0.009034095378081116
496,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.099998474121094,-122.80000305175781,7022,79584474.95892143,7022,44803260.627181284,0.12834182159659865,0.5629648326549502,0.12834182159659877,0.5629648326549503
489,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.0,-122.9000015258789,7122,79744071.52965048,7122,13799650.119116522,0.03952998529327256,0.17304922929581706,0.0395299852932726,1.0
494,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.099998474121094,-122.9000015258789,7021,79581439.12161541,7021,78906490.98569706,0.22603271831416868,0.9915187744357462,0.22603271831416888,1.0
497,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.29999923706055,-122.80000305175781,6820,79255399.34791711,6820,4324539.485099785,0.012387921488629414,0.054564604060801276,0.012387921488629425,0.05456460406080126
485,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.20000076293945,-122.9000015258789,6920,79417032.94674507,6920,48720065.96511437,0.13956176239717155,0.6134712436031794,0.13956176239717166,0.6134712436031795
493,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.099998474121094,-123.0,7020,79581439.12163077,7020,33029810.511273056,0.0946160165279462,0.415044146924648,0.09461601652794628,1.0
482,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.20000076293945,-123.0999984741211,6918,79417032.94671442,6918,4995388.434356569,0.01430961144955038,0.06290071851095559,0.014309611449550392,0.10658331560480248
484,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.20000076293945,-122.80000305175781,6921,79420062.51235755,6921,62848610.24886322,0.1800338861779228,0.791344255603981,0.18003388617792296,0.7913442556039808
495,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.0,-122.80000305175781,7123,79747113.5709852,7123,16464627.027349088,0.04716398304539012,0.20646047599821216,0.04716398304539016,0.7532025093607466
492,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.099998474121094,-123.0999984741211,7019,79581439.12158468,7019,4953664.08313152,0.01419008936195682,0.06224647528129395,0.014190089361956832,1.0
483,3007374,3141683,349093226.7426126,3007374,50.138628197333226,-122.89005397425692,25,349093226.7426121,25,50.20000076293945,-123.0,6919,79417032.94676042,6919,35531145.73113155,0.10178125213907062,0.44739956169038597,0.10178125213907072,0.4473995616903861
9599,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.5,-124.69999694824219,3569,73855300.96296088,3569,71991797.6971305,0.20716793530584832,0.9747681853362842,0.2071679353058484,0.9747681853362842
9607,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.599998474121094,-124.69999694824219,3468,73684046.97319864,3468,30762062.944562707,0.08852276606266239,0.41748606663463944,0.08852276606266243,0.41748606663463955
9597,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.400001525878906,-124.5,3672,74026313.91788837,3672,13389126.480414739,0.038529357193797936,0.18086982549565084,0.03852935719379795,0.1808698254956508
9600,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.5,-124.5999984741211,3570,73852483.67129657,3570,73026052.99286604,0.21014417066946683,0.9888097104207244,0.21014417066946692,0.9888097104207245
9608,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.599998474121094,-124.5999984741211,3469,73681236.21420604,3469,34624982.70029369,0.0996389367327394,0.46992944851837126,0.09963893673273944,0.46992944851837126
9605,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.5,-124.5,3571,73852483.6712823,3571,14283179.449345382,0.04110213789315819,0.1934014773683153,0.04110213789315821,0.19340147736831526
9606,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.599998474121094,-124.5,3470,73681236.21419182,3470,2328919.5952999806,0.006701839368998834,0.03160804181582671,0.006701839368998837,0.031608041815826715
9596,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.400001525878906,-124.5999984741211,3671,74026313.91790268,3671,41994880.4016815,0.12084699847103776,0.5672966568111852,0.12084699847103782,0.5672966568111855
9595,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.400001525878906,-124.69999694824219,3670,74029137.84076585,3670,11552249.934923124,0.033243450555625394,0.15605004018514465,0.03324345055562541,0.1560500401851445
9604,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.599998474121094,-124.80000305175781,3467,73684046.97321285,3467,20428673.826125965,0.0587867828415657,0.27724690303116245,0.05878678284156573,0.27724690303116245
9601,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.5,-124.80000305175781,3568,73855300.96297514,3568,32574974.239164446,0.09373970885071926,0.44106480935599746,0.0937397088507193,0.4410648093559975
9603,3007455,3149372,347504538.24260443,3007455,53.50661188259221,-124.65572923739482,474,347504538.2425945,474,53.599998474121094,-124.9000015258789,3466,73681236.21419182,3466,547637.9807862607,0.0015759160543795609,0.00743252975824501,0.0015759160543795615,0.007432529758245011
9200,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.0,-125.30000305175781,3058,72989664.12370759,3058,1027680.0141626521,0.0029272073837633716,0.014079801934981831,0.0029272073837633733,0.014079801934981834
9219,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.099998474121094,-125.69999694824219,2953,72817228.6994588,2953,56768877.854968406,0.1616984626877485,0.7796077778415966,0.16169846268774862,0.7796077778415966
9208,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.0,-125.4000015258789,3057,72986879.85271233,3057,5842417.843801896,0.016641336228906206,0.0800475079300815,0.016641336228906217,0.08004750793008149
9216,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.20000076293945,-125.80000305175781,2851,72643167.97656858,2851,8109561.323949404,0.02309898748579678,0.1116355680766178,0.023098987485796793,0.11163556807661781
9215,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.099998474121094,-125.9000015258789,2951,72814451.0062305,2951,2151266.4344244935,0.006127591180626981,0.02954449844359077,0.0061275911806269855,0.02954449844359077
9214,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.099998474121094,-125.80000305175781,2952,72817228.69948691,2952,35092238.44036353,0.09995549009398072,0.4819221915899526,0.09995549009398079,0.4819221915899527
9218,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.099998474121094,-125.5,2955,72814451.00624456,2955,60327124.289647415,0.17183364590947223,0.8285048291371966,0.17183364590947234,0.8285048291371964
9220,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.099998474121094,-125.4000015258789,2956,72814451.0062305,2956,49694666.3177965,0.1415485288946056,0.6824835679052813,0.14154852889460567,0.6824835679052813
9222,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.20000076293945,-125.69999694824219,2852,72643167.97654054,2852,4843335.413067245,0.01379558518973901,0.06667296523509764,0.013795585189739019,0.06667296523509764
9223,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.20000076293945,-125.5999984741211,2853,72640396.92304984,2853,3317192.5396932936,0.009448573837904909,0.04566594732690263,0.009448573837904916,0.04566594732690263
9209,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.099998474121094,-125.19999694824219,2958,72817228.69947286,2958,111250.39719355389,0.0003168816943247836,0.0015278032298194184,0.00031688169432478384,0.0015278032298194188
9207,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.099998474121094,-125.5999984741211,2954,72814451.0062305,2954,66129832.73891285,0.1883618753042569,0.9081965437500082,0.18836187530425705,0.908196543750008
9205,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.0,-125.5999984741211,3055,72986879.85271235,3055,1959341.2892997721,0.005580918389294461,0.0268451164545426,0.0055809183892944645,0.02684511645454262
9210,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.099998474121094,-125.30000305175781,2957,72817228.69948691,2957,33106411.09717261,0.09429912976609793,0.4546507974616986,0.094299129766098,0.4546507974616986
9217,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.20000076293945,-125.9000015258789,2850,72640396.92304984,2850,10374212.837145774,0.029549540712211973,0.14281602629643517,0.029549540712211993,0.1639467840092481
9204,3007479,3149222,351078649.18043184,3007479,54.10087103861597,-125.57272508543106,456,351078649.18043923,456,54.0,-125.5,3056,72986879.85272643,3056,12223240.348839618,0.03481624524126901,0.16747174798407302,0.03481624524126903,0.16747174798407302
7229,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.099998474121094,-120.4000015258789,3006,72814451.0062305,3006,45488850.04093607,0.12901489629808116,0.6247228319697656,0.12901489629808147,0.9218335468312931
7228,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.0,-120.4000015258789,3107,72986879.85271233,3107,6075895.158618716,0.017232376353804972,0.08324640224215481,0.017232376353805014,0.08324640224215481
7227,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.0,-120.30000305175781,3108,72989664.12370759,3108,30923679.17060364,0.08770534444727114,0.42367203003143283,0.08770534444727135,0.4432822385046547
7230,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.099998474121094,-120.30000305175781,3007,72817228.69948691,3007,44109990.72457218,0.12510419309168574,0.6057631073356544,0.12510419309168605,0.9886493375616293
7226,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.0,-120.5,3106,72986879.85272643,3106,12071018.344670638,0.03423566826922299,0.1653861402080435,0.03423566826922307,0.1653861402080435
7231,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.0,-120.5999984741211,3105,72986879.85268416,3105,25627185.191854216,0.07268349577893081,0.3511204375852183,0.07268349577893099,0.3511204375852183
7225,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.0,-120.19999694824219,3109,72989664.1236935,3109,6582254.755816219,0.018668506985007664,0.09018064180513916,0.01866850698500771,0.4736329727836884
7233,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.099998474121094,-120.69999694824219,3003,72817228.69948691,3003,15256118.818687173,0.04326920960923081,0.20951248888705196,0.04326920960923091,0.2095124888870519
7235,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.099998474121094,-120.19999694824219,3008,72817228.69947284,3008,39891893.82100622,0.11314088045355379,0.5478359247321234,0.11314088045355407,1.0
7234,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.099998474121094,-120.5999984741211,3004,72814451.0062024,3004,51264740.53237116,0.14539640324123268,0.7040462411507351,0.14539640324123304,0.7048775745575663
7224,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.0,-120.69999694824219,3104,72989664.12370759,3104,17999500.149006885,0.051049952747797216,0.2466034111144856,0.05104995274779734,0.2466034111144856
7232,3007560,314666,352586029.5685335,3007560,54.070161720121945,-120.44287206865391,366,352586029.5685299,366,54.099998474121094,-120.5,3005,72814451.00624457,3005,57294902.86038592,0.16249907272417857,0.7868617021567917,0.16249907272417896,1.0
1236,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.29999923706055,-121.5,5823,77592129.66909061,5823,24802882.07844155,0.07026779866912213,0.3196571892564248,0.07026779866912182,0.3196571892564248
1245,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.29999923706055,-121.69999694824219,5821,77595089.61909041,5821,26629553.613874607,0.07544284999100026,0.34318606685806374,0.07544284999099993,0.34318606685806374
1244,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.29999923706055,-121.5999984741211,5822,77592129.66907562,5822,29105731.985891134,0.08245798648858202,0.37511191031905955,0.08245798648858166,0.37511191031905955
1237,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.29999923706055,-121.4000015258789,5824,77592129.66907564,5824,7550476.239421721,0.02139087476083394,0.09730982087518297,0.021390874760833848,0.09730982087518297
1232,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.20000076293945,-121.9000015258789,5920,77759267.33155543,5920,1177445.6045100526,0.0033357619658833534,0.015142190055489814,0.0033357619658833386,0.015142190055489814
1231,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.099998474121094,-121.9000015258789,6021,77926159.08141275,6021,1135073.88825577,0.0032157207860880025,0.014566018672496234,0.003215720786087988,0.014566018672496234
1242,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.20000076293945,-121.69999694824219,5922,77762233.65747835,5922,67772248.58066227,0.19200215134510287,0.8715316599466616,0.192002151345102,0.8715316599466623
1243,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.20000076293945,-121.5,5924,77759267.33158547,5924,48988547.51105914,0.1387869918791357,0.6300026889677266,0.1387869918791351,0.6300026889677267
1240,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.20000076293945,-121.80000305175781,5921,77762233.65746333,5921,43604466.427232854,0.12353362235457657,0.5607409198057142,0.12353362235457602,0.5607409198057143
1238,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.099998474121094,-121.80000305175781,6022,77929131.77383283,6022,23117506.59616615,0.06549304609416477,0.29664781410959573,0.06549304609416448,0.29664781410959584
1235,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.20000076293945,-121.4000015258789,5925,77759267.33157045,5925,17279537.805796854,0.04895379011976135,0.2222183721474099,0.048953790119761136,0.22221837214740994
1239,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.099998474121094,-121.69999694824219,6023,77929131.77384786,6023,2897774.910243837,0.008209540461365673,0.03718474522022453,0.008209540461365636,0.03718474522022453
1233,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.099998474121094,-121.5,6025,77926159.08144283,6025,54047.24754779134,0.00015311854071222656,0.0006935700178845595,0.00015311854071222588,0.0006935700178845595
1241,3007642,314246,352976506.28324676,3007642,51.21360020772834,-121.63303395915938,66,352976506.2832502,66,51.20000076293945,-121.5999984741211,5923,77759267.33157045,5923,58861213.79414807,0.1667567465436756,0.7569671862153757,0.16675674654367484,0.7569671862153757
5615,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.29999923706055,-120.80000305175781,4820,75910237.20912293,4820,4592401.891396173,0.013055549268324102,0.06049779397665031,0.013055549268324125,0.06049779397665031
5622,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.5,-120.5999984741211,4620,75566040.87781341,4620,15016084.981725685,0.042688606514065475,0.19871472432975493,0.042688606514065544,0.19871472432975487
5617,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.400001525878906,-120.5999984741211,4721,75737531.0702533,4721,75737531.0702533,0.21531109248113034,1.0,0.2153110924811307,1.0
5613,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.400001525878906,-120.9000015258789,4718,75737531.07028253,4718,9398131.92386562,0.02671756027975479,0.1240881738691005,0.026717560279754835,0.12408817386910051
5614,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.29999923706055,-120.69999694824219,4821,75910237.20910826,4821,13173599.829558007,0.03745068173110017,0.17354180824476917,0.037450681731100235,0.1735418082447692
5616,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.400001525878906,-120.69999694824219,4720,75740420.27189574,4720,58242410.922291845,0.16557493949441512,0.7689739601815134,0.1655749394944154,0.7689739601815136
5620,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.5,-120.5,4621,75566040.87785718,4621,3282727.315332645,0.009332329620387188,0.0434418328285685,0.009332329620387204,0.0434418328285685
5618,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.400001525878906,-120.80000305175781,4719,75740420.27191034,4719,39541073.938323215,0.11240968258709637,0.5220603978215277,0.11240968258709655,0.5220603978215276
5621,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.5,-120.69999694824219,4619,75568923.53752427,4619,2080268.3624337716,0.005913908830142294,0.02752809309769776,0.005913908830142304,0.02752809309769776
5609,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.20000076293945,-120.5,4924,76076911.46675381,4924,68605.96253528,0.00019503705145192335,0.0009017974206965714,0.00019503705145192368,0.0009017974206965712
5610,3007649,3145469,351758612.14347136,3007649,52.37250441369999,-120.63161524882638,299,351758612.1434541,299,52.29999923706055,-120.5,4823,75907341.52965593,4823,36725828.552844845,0.104406337997113,0.4838244603586411,0.10440633799711319,0.48382446035864085
