,Unnamed: 0,S_1_hruid,S_1_PFAF,S_1_area_org,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N,rows,cols,easymore_case
19,7915,3000366,3146992,252833226.18273064,3000366,53.14566748645573,-119.4815745182674,401,252833226.18272984,401,53.09999847412109,-119.5999984741211,4024,74542171.55901943,4024,39386542.13027606,0.1557807204572482,0.52837932282522,0.1557807204572483,0.5283793228252198,39.0,84.0,1
20,7914,3000366,3146992,252833226.18273064,3000366,53.14566748645573,-119.4815745182674,401,252833226.18272984,401,53.0,-119.5999984741211,4125,74712225.04569578,4125,347207.1759153188,0.0013732656152731,0.0046472605480958,0.0013732656152731,0.0046472605480958,40.0,84.0,1
21,7917,3000366,3146992,252833226.18273064,3000366,53.14566748645573,-119.4815745182674,401,252833226.18272984,401,53.20000076293945,-119.4000015258789,3925,74370454.86697161,3925,60282539.37652157,0.23842807484865,0.8105710726705994,0.2384280748486501,0.8105710726705994,38.0,86.0,1
22,7921,3000366,3146992,252833226.18273064,3000366,53.14566748645573,-119.4815745182674,401,252833226.18272984,401,53.29999923706055,-119.4000015258789,3824,74198502.15169369,3824,15475.967511376051,6.1210180896838e-05,0.0002085752011507,6.121018089683803e-05,0.0002138714745866,37.0,86.0,1
23,7910,3000366,3146992,252833226.18273064,3000366,53.14566748645573,-119.4815745182674,401,252833226.18272984,401,53.09999847412109,-119.3000030517578,4027,74545015.16057582,4027,87989.61744238314,0.0003480144551048,0.0011803554839025,0.0003480144551048,0.0011803554839025,39.0,87.0,1
24,7916,3000366,3146992,252833226.18273064,3000366,53.14566748645573,-119.4815745182674,401,252833226.18272984,401,53.20000076293945,-119.3000030517578,3926,74373291.91797048,3926,1318772.237484374,0.0052159767819885,0.0177317986534588,0.0052159767819885,0.0184391548442081,38.0,87.0,1
25,7913,3000366,3146992,252833226.18273064,3000366,53.14566748645573,-119.4815745182674,401,252833226.18272984,401,53.20000076293945,-119.5999984741211,3923,74370454.86698596,3923,8254823.462645036,0.0326492826408782,0.1109960061076547,0.0326492826408782,0.1109960061076547,38.0,84.0,1
26,7912,3000366,3146992,252833226.18273064,3000366,53.14566748645573,-119.4815745182674,401,252833226.18272984,401,53.09999847412109,-119.5,4025,74542171.55901943,4025,68535767.55503266,0.2710710478594292,0.9194227391238374,0.2710710478594293,0.9194227391238374,39.0,85.0,1
27,7911,3000366,3146992,252833226.18273064,3000366,53.14566748645573,-119.4815745182674,401,252833226.18272984,401,53.09999847412109,-119.4000015258789,4026,74542171.55900505,4026,22838833.584916014,0.0903316147554504,0.306388090221353,0.0903316147554504,0.3063880902213532,39.0,86.0,1
28,7918,3000366,3146992,252833226.18273064,3000366,53.14566748645573,-119.4815745182674,401,252833226.18272984,401,53.20000076293945,-119.5,3924,74370454.86698596,3924,51765275.07498495,0.2047407924050801,0.6960462345909928,0.2047407924050801,0.6960462345909928,38.0,85.0,1
29,2445,3000378,3142772,251258775.54080528,3000378,51.46579892045989,-120.04684702905864,131,251258775.54081053,131,51.400001525878906,-120.1999969482422,5735,77427700.14376163,5735,1596913.3709941602,0.0063556521262071,0.0206245745131153,0.0063556521262071,0.0206245745131153,56.0,78.0,1
30,2449,3000378,3142772,251258775.54080528,3000378,51.46579892045989,-120.04684702905864,131,251258775.54081053,131,51.400001525878906,-119.9000015258789,5738,77424746.57901742,5738,2336917.941811529,0.0093008410821931,0.030183088031506,0.0093008410821931,0.030183088031506,56.0,81.0,1
31,2443,3000378,3142772,251258775.54080528,3000378,51.46579892045989,-120.04684702905864,131,251258775.54081053,131,51.5,-120.0,5636,77255646.59068337,5636,73074881.98819429,0.2908351432936325,0.9458840254792036,0.2908351432936326,0.9458840254792044,55.0,80.0,1
32,2440,3000378,3142772,251258775.54080528,3000378,51.46579892045989,-120.04684702905864,131,251258775.54081053,131,51.400001525878906,-120.0999984741211,5736,77424746.57901742,5736,54225577.867194206,0.215815657584412,0.7003649383837915,0.2158156575844121,0.7003649383837915,56.0,79.0,1
33,2439,3000378,3142772,251258775.54080528,3000378,51.46579892045989,-120.04684702905864,131,251258775.54081053,131,51.400001525878906,-120.0,5737,77424746.57900245,5737,36898075.70909937,0.1468528835646826,0.4765669548746847,0.1468528835646826,0.4765669548746847,56.0,80.0,1
34,2444,3000378,3142772,251258775.54080528,3000378,51.46579892045989,-120.04684702905864,131,251258775.54081053,131,51.5,-120.0999984741211,5635,77255646.59069829,5635,66358284.59977391,0.2641033510449298,0.8589441358421505,0.2641033510449299,0.8589441358421505,55.0,79.0,1
35,2446,3000378,3142772,251258775.54080528,3000378,51.46579892045989,-120.04684702905864,131,251258775.54081053,131,51.59999847412109,-120.0,5535,77089249.26578765,5535,884564.6715640726,0.003520532445723,0.0114745529368729,0.003520532445723,0.0114745529368729,54.0,80.0,1
36,2441,3000378,3142772,251258775.54080528,3000378,51.46579892045989,-120.04684702905864,131,251258775.54081053,131,51.5,-120.1999969482422,5634,77258593.70469148,5634,1901291.6916060173,0.0075670658169597,0.0246094524949987,0.0075670658169597,0.0246094524949987,55.0,78.0,1
37,2448,3000378,3142772,251258775.54080528,3000378,51.46579892045989,-120.04684702905864,131,251258775.54081053,131,51.59999847412109,-120.0999984741211,5534,77089249.26580252,5534,26894.41124321517,0.000107038694212,0.0003488736950918,0.000107038694212,0.0003488736950918,54.0,79.0,1
38,2442,3000378,3142772,251258775.54080528,3000378,51.46579892045989,-120.04684702905864,131,251258775.54081053,131,51.5,-119.9000015258789,5637,77255646.59069829,5637,13955373.28932964,0.0555418343470473,0.1806388776119555,0.0555418343470473,0.1806388776119555,55.0,81.0,1
39,1280,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.29999923706055,-120.8000030517578,5830,77595089.61910538,5830,26930.468151043373,0.0001060342351814,0.0003470640769053,0.0001060342351814,0.0003470640769053,57.0,72.0,1
40,1289,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.5,-120.6999969482422,5629,77258593.7047064,5629,279293.9179016856,0.0010996733071791,0.0036150530900055,0.0010996733071791,0.0036150530900055,55.0,73.0,1
41,1282,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.400001525878906,-120.4000015258789,5733,77424746.57901742,5733,10337589.23389974,0.0407025366914842,0.1335178956427,0.0407025366914842,0.1335178956427,56.0,76.0,1
42,1281,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.29999923706055,-120.4000015258789,5834,77592129.66907564,5834,3685059.82426309,0.0145093095995264,0.04749270112806,0.0145093095995264,0.04749270112806,57.0,76.0,1
43,1278,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.29999923706055,-120.5999984741211,5832,77592129.66904567,5832,3343084.4334403872,0.0131628384274179,0.0430853547608458,0.0131628384274179,0.0430853547608458,57.0,74.0,1
44,1283,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.400001525878906,-120.5,5732,77424746.57903236,5732,54075447.62712701,0.2129130729951888,0.6984258911577935,0.2129130729951886,0.6984258911577935,56.0,75.0,1
45,1286,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.400001525878906,-120.6999969482422,5730,77427700.1437766,5730,62590559.53073194,0.2464399085897028,0.8083742564289865,0.2464399085897026,0.808374256428986,56.0,73.0,1
46,1284,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.29999923706055,-120.5,5833,77592129.66909061,5833,26458831.836105,0.1041772457055359,0.3409989125049762,0.1041772457055358,0.3409989125049761,57.0,75.0,1
47,1285,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.400001525878906,-120.5999984741211,5731,77424746.57898752,5731,75187444.27142167,0.2960380452302029,0.971103524306878,0.2960380452302026,0.971103524306878,56.0,74.0,1
48,1288,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.5,-120.5999984741211,5630,77255646.59066844,5630,6304196.520532224,0.024821724328709,0.0816017572661633,0.024821724328709,0.0816017572661633,55.0,74.0,1
49,1287,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.400001525878906,-120.8000030517578,5729,77427700.14379154,5729,11200615.416605134,0.0441005586163723,0.1446590224920072,0.0441005586163722,0.1446590224920072,56.0,72.0,1
50,1279,3000599,3142482,253978991.8318082,3000599,51.386036134289554,-120.58913712524698,69,253978991.83179292,69,51.29999923706055,-120.6999969482422,5831,77595089.61909041,5831,489938.7516142468,0.0019290522734995,0.0063140432470575,0.0019290522734995,0.0063140432470576,57.0,73.0,1
51,1797,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.29999923706055,-119.3000030517578,5845,77595089.61907543,5845,1100535.7350733045,0.004272158065505,0.0141830590115428,0.004272158065505,0.0141830590115428,57.0,87.0,1
52,1794,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.20000076293945,-119.1999969482422,5947,77762233.65747835,5947,367172.9936832496,0.0014253249725644,0.0047217392867152,0.0014253249725644,0.0047217392867152,58.0,88.0,1
53,1790,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.20000076293945,-119.3000030517578,5946,77762233.65746333,5946,58319549.79176311,0.2263900453926711,0.7499726673060377,0.226390045392671,0.7499726673060376,58.0,87.0,1
54,1796,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.29999923706055,-119.4000015258789,5844,77592129.66906065,5844,1105451.073284891,0.0042912388650793,0.0142469484727351,0.0042912388650793,0.0142469484727351,57.0,86.0,1
55,1784,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.0,-119.4000015258789,6147,78091313.35065478,6147,2167348.1296391184,0.0084134058510859,0.0277540232920278,0.0084134058510859,0.0277540232920278,60.0,86.0,1
56,1792,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.20000076293945,-119.5,5944,77759267.33157045,5944,10710529.517088994,0.0415770915964064,0.1377395889215187,0.0415770915964064,0.1377395889215187,58.0,85.0,1
57,1786,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.09999847412109,-119.4000015258789,6046,77926159.08141276,6046,53839250.356181815,0.2089980182557047,0.6909008603893035,0.2089980182557046,0.6909008603893035,59.0,86.0,1
58,1787,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.09999847412109,-119.5,6045,77926159.08142781,6045,48082601.23039471,0.1866513427146549,0.6170277323709935,0.1866513427146549,0.6170277323709937,59.0,85.0,1
59,1791,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.20000076293945,-119.4000015258789,5945,77759267.33155543,5945,66793597.07663809,0.2592853601941828,0.8589792492750589,0.2592853601941827,0.8589792492750589,58.0,86.0,1
60,1783,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.0,-119.5,6146,78091313.35066986,6146,3683899.597288972,0.0143004910022485,0.0471742558707699,0.0143004910022485,0.0471742558707699,60.0,85.0,1
61,1789,3000823,31426322,257606511.32256415,3000823,51.15227982834172,-119.395715317418,95,257606511.3225649,95,51.09999847412109,-119.3000030517578,6047,77929131.77383283,6047,11436575.82152877,0.0443955230898971,0.1467561046967671,0.044395523089897,0.1467561046967671,59.0,87.0,1
62,5834,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.0,-122.0999984741211,4100,74712225.04569578,4100,13111534.907232411,0.0505231708851532,0.1754938351683821,0.0505231708851533,0.1754938351683822,40.0,59.0,1
63,5838,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.09999847412109,-122.0,4000,74542171.55901943,4000,10070520.63245761,0.0388051161375059,0.1350982996850874,0.038805116137506,0.1350982996850875,39.0,60.0,1
64,5836,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.0,-122.0,4101,74712225.04569578,4101,32800891.23199268,0.1263929085819818,0.4390297733996126,0.126392908581982,0.4390297733996127,40.0,60.0,1
65,5835,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.0,-121.9000015258789,4102,74712225.04568136,4102,22666682.52093789,0.0873423807744404,0.3033865275338645,0.0873423807744405,0.3033865275338645,40.0,61.0,1
66,5840,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.0,-121.6999969482422,4104,74715075.13439125,4104,41108625.44602289,0.1584054134743233,0.5502052346474942,0.1584054134743235,0.5502052346474942,40.0,63.0,1
67,5841,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.0,-121.8000030517578,4103,74715075.13437682,4103,33653081.23783493,0.1296766844020072,0.4504188903953997,0.1296766844020074,0.4504188903953999,40.0,62.0,1
68,5842,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.0,-121.5999984741211,4105,74712225.04569578,4105,18274686.75599164,0.0704185382091547,0.2446010240601776,0.0704185382091548,0.2446010240601777,40.0,64.0,1
69,5843,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.09999847412109,-121.8000030517578,4002,74545015.16057582,4002,33220079.179286048,0.1280081812746105,0.4456378351755297,0.1280081812746107,0.4456378351755297,39.0,62.0,1
70,5844,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.09999847412109,-121.6999969482422,4003,74545015.1605902,4003,13611398.39791736,0.0524493136851998,0.1825930059655191,0.0524493136851998,0.182593005965519,39.0,63.0,1
71,5845,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.09999847412109,-121.5999984741211,4004,74542171.55901943,4004,336882.9588867348,0.0012981237834131,0.0045193606765266,0.0012981237834131,0.0045193606765266,39.0,64.0,1
72,5837,3000951,314564,259515281.3554982,3000951,53.04237211880016,-121.83407763416592,307,259515281.3554973,307,53.09999847412109,-121.9000015258789,4001,74542171.55900504,4001,40660898.08693676,0.1566801687922083,0.5454750946549898,0.1566801687922085,0.5454750946549898,39.0,61.0,1
73,10036,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.5,-126.0999984741211,3555,73852483.67129657,3555,11592554.791850366,0.0447908431142726,0.1569690579865483,0.0447908431142726,0.1569690579865482,35.0,19.0,1
74,10037,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.59999847412109,-126.0999984741211,3454,73681236.21420604,3454,1521403.7357988136,0.0058783380598329,0.0206484556173269,0.0058783380598329,0.0206484556173269,34.0,19.0,1
75,10026,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.5,-126.1999969482422,3554,73855300.96296088,3554,46406028.0476408,0.1793017293564711,0.6283371327795936,0.1793017293564709,0.628337132779593,35.0,18.0,1
76,10025,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.400001525878906,-126.3000030517578,3654,74029137.84078014,3654,66847.34056603577,0.0002582820437479,0.0009029868848372,0.0002582820437479,0.0009029868848372,36.0,17.0,1
77,10027,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.5,-126.3000030517578,3553,73855300.96297514,3553,69733872.8683734,0.2694349102057938,0.9441959068494232,0.2694349102057936,0.944195906849423,35.0,17.0,1
78,10022,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.400001525878906,-126.5,3652,74026313.91790266,3652,1474039.5921220686,0.0056953344021613,0.019912373237398,0.0056953344021613,0.019912373237398,36.0,15.0,1
79,10034,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.59999847412109,-126.1999969482422,3453,73684046.97319864,3453,1782781.4010348008,0.0068882384836282,0.0241949441469095,0.0068882384836282,0.0241949441469095,34.0,18.0,1
80,10032,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.59999847412109,-126.5,3450,73681236.21420605,3450,568713.7987109243,0.0021973733135072,0.0077185702620075,0.0021973733135072,0.0077185702620075,34.0,15.0,1
81,10029,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.5,-126.5,3551,73852483.67129657,3551,57285598.90376464,0.2213377740521437,0.7756759970149684,0.2213377740521435,0.7756759970149684,35.0,15.0,1
82,10020,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.400001525878906,-126.4000015258789,3653,74026313.91787408,3653,826971.3070519776,0.0031952182016176,0.0111713154861314,0.0031952182016176,0.0111713154861314,36.0,16.0,1
83,10028,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.5,-126.5999984741211,3550,73852483.67131083,3550,15317381.123456346,0.0591826760486456,0.2074050913660284,0.0591826760486455,0.2074050913660284,35.0,14.0,1
84,10035,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.59999847412109,-126.3000030517578,3452,73684046.97321285,3452,794229.5065321265,0.003068711760484,0.0107788529424946,0.003068711760484,0.0107788529424946,34.0,17.0,1
85,10030,3001129,314984,258815284.2373378,3001129,53.499055213208734,-126.35533112361506,491,258815284.23733512,491,53.5,-126.4000015258789,3552,73852483.67126805,3552,51444861.82043305,0.1987705709576943,0.6965894613568349,0.1987705709576941,0.6965894613568347,35.0,16.0,1
86,22,3001373,314122,262789580.0543933,3001373,49.41305312375716,-122.76371530813508,3,262789580.0543928,3,49.5,-122.6999969482422,7629,80564116.7677804,7629,34650717.505559534,0.1318572734063026,0.4301011280920195,0.1318572734063026,0.4301011280920195,75.0,53.0,1
87,16,3001373,314122,262789580.0543933,3001373,49.41305312375716,-122.76371530813508,3,262789580.0543928,3,49.29999923706055,-122.8000030517578,7830,80890685.8222297,7830,47257754.81168675,0.1798311592183572,0.5842175070136415,0.1798311592183572,0.7848339357361291,77.0,52.0,1
88,21,3001373,314122,262789580.0543933,3001373,49.41305312375716,-122.76371530813508,3,262789580.0543928,3,49.400001525878906,-122.8000030517578,7729,80728296.09077084,7729,61235495.85935415,0.2330210195041961,0.7585381932315406,0.233021019504196,1.0,76.0,52.0,1
89,17,3001373,314122,262789580.0543933,3001373,49.41305312375716,-122.76371530813508,3,262789580.0543928,3,49.20000076293945,-122.8000030517578,7931,81052820.60540093,7931,5517066.208354381,0.020994235034785,0.0680675412298576,0.020994235034785,0.1249669939329616,78.0,52.0,1
90,19,3001373,314122,262789580.0543933,3001373,49.41305312375716,-122.76371530813508,3,262789580.0543928,3,49.29999923706055,-122.6999969482422,7831,80890685.82221408,7831,7706866.5551361535,0.0293271390499614,0.0952750799032007,0.0293271390499614,0.0952750799032007,77.0,53.0,1
91,20,3001373,314122,262789580.0543933,3001373,49.41305312375716,-122.76371530813508,3,262789580.0543928,3,49.400001525878906,-122.6999969482422,7730,80728296.09075527,7730,50033282.74096095,0.1903929475841658,0.6197737988265379,0.1903929475841657,0.6197737988265382,76.0,53.0,1
92,25,3001373,314122,262789580.0543933,3001373,49.41305312375716,-122.76371530813508,3,262789580.0543928,3,49.59999847412109,-122.8000030517578,7527,80402756.75762875,7527,3884116.673215741,0.0147803298456955,0.0483082524760223,0.0147803298456955,0.0791520646418703,74.0,52.0,1
93,24,3001373,314122,262789580.0543933,3001373,49.41305312375716,-122.76371530813508,3,262789580.0543928,3,49.59999847412109,-122.6999969482422,7528,80402756.75761323,7528,3353162.8558136853,0.0127598775229963,0.041704575701581,0.0127598775229963,0.041704575701581,74.0,53.0,1
94,23,3001373,314122,262789580.0543933,3001373,49.41305312375716,-122.76371530813508,3,262789580.0543928,3,49.5,-122.8000030517578,7628,80564116.76779595,7628,49151116.84431148,0.18703601883354,0.6100869570254973,0.1870360188335399,1.0,75.0,52.0,1
95,10152,3001382,314996,263080348.82209843,3001382,53.32660298567219,-127.09961339592095,498,263080348.8220976,498,53.29999923706055,-127.1999969482422,3746,74201332.64313126,3746,65025917.75767791,0.2471713225591405,0.8763443383209545,0.247171322559141,0.9577681846465136,37.0,8.0,1
96,10153,3001382,314996,263080348.82209843,3001382,53.32660298567219,-127.09961339592095,498,263080348.8220976,498,53.29999923706055,-127.0999984741211,3747,74198502.151708,3747,66046145.3320029,0.2510493300914131,0.890127744047493,0.2510493300914136,1.0,37.0,9.0,1
97,10155,3001382,314996,263080348.82209843,3001382,53.32660298567219,-127.09961339592095,498,263080348.8220976,498,53.400001525878906,-127.0999984741211,3646,74026313.91790266,3646,31368693.748722546,0.1192361721016834,0.4237505839276468,0.1192361721016836,0.4237505839276468,36.0,9.0,1
98,10156,3001382,314996,263080348.82209843,3001382,53.32660298567219,-127.09961339592095,498,263080348.8220976,498,53.400001525878906,-127.1999969482422,3645,74029137.84076585,3645,7039075.844848283,0.0267563726305088,0.0950852063141555,0.0267563726305088,0.0950852063141556,36.0,8.0,1
99,10160,3001382,314996,263080348.82209843,3001382,53.32660298567219,-127.09961339592095,498,263080348.8220976,498,53.29999923706055,-127.0,3748,74198502.15169369,3748,33662063.09496546,0.1279535444045222,0.4536757767177793,0.1279535444045224,0.6265464938763369,37.0,10.0,1
100,10161,3001382,314996,263080348.82209843,3001382,53.32660298567219,-127.09961339592095,498,263080348.8220976,498,53.400001525878906,-126.9000015258789,3648,74026313.91790268,3648,1471643.6822009946,0.0055938943702562,0.0198800075853174,0.0055938943702563,0.0198800075853174,36.0,11.0,1
